ID,Standard name,alias,alias PMID,PMID used,Description
CNBG_0732,RAD54,,,18854164,DNA repair and recombination protein
CNBG_1803,RAM1,,,15184578,protein farnesyltransferase subunit beta
CNBG_0276,RAS1,,,10792722,G-protein signaling GTPase
CNBG_5602,RAS2,,,11782511,G-protein signaling GTPase
CNBG_0428,RCK2,,,18854164,predicted protein kinase
CNBG_2284,RDI1,,,18779335,rho gdp-dissociation inhibitor
CNBG_1703,RGD1,,,18854164,rho GTPase activating protein (GAP) homolog
CNBG_2285,RHO1,,,10455236,GTP-binding protein
CNBG_2452,RHO10,,,23159519,rho-type GTPase
CNBG_1958,RHO104,,,18854164,rho family GTPase
CNBG_1829,RIB4,,,19542307,"6,7-dimethyl-8-ribityllumazine synthase"
CNBG_4424,RIM101,,,20174553,C2H2 zinc finger transcription factor
CNBG_2047,RIM20,,,20174553,escrt-III-associated proteolytic activator of rim101
CNBG_0159,RINT1,,,18854164,Rad50-interacting protein 1 homolog
CNBG_5472,RLM1,,,19542307,mads-box transcription factor
CNBG_0914,RMD5,,,18854164,putative ubiquitin ligase
CNBG_2918,ROM2,,,16194228,rho guanyl-nucleotide exchange factor
CNBG_0083,ROM21,,,16194228,rho guanine nucleotide exchange factor
CNBG_0884,RPA32,,,22916030,replication protein
CNBG_0712,RPA70,,,22916030,replication protein
CNBG_5851,RPB4,,,23659661,mRNA polymerase II subunit
CNBG_1847,RPD304,,,18854164,histone deacetylase
CNBG_4251,RPH1,,,18854164,histone demethylase
CNBG_5762,RPL2,,,23659661,large subunit ribosomal protein
CNBG_5879,RPL22alpha,,,12455690,large subunit ribosomal protein L22e
CNBG_1151,RPL27,,,23659661,large subunit ribosomal protein L27e
CNBG_0335,RPL30,,,17114598,large subunit ribosomal protein L30e
CNBG_5859,RPL39alpha,,,12455690,large subunit ribosomal protein L39
CNBG_0519,RPL9B,,,17114598,large subunit ribosomal protein L9
CNBG_0342,RPN11,,,22719877,26s proteasome lid component
CNBG_6114,RPN14,,,21602483,19s proteasome regulatory particle base assembly chaperone
CNBG_0654,RPN5,,,21602483,26s proteasome regulatory subunit
CNBG_5869,RPO41alpha,,,12455690,"DNA-directed mRNA polymerase, mitochondrial"
CNBG_6025,RRP44,,,23966870,exosome complex exonuclease
CNBG_3431,RRP6,,,23966870,exosome complex exonuclease
CNBG_5283,RSC8,,,19542307,rsc chromatin remodeling complex subunit
CNBG_2503,RSP5,,,19749173,e3 ubiquitin-protein ligase
CNBG_1917,RTF1,,,18854164,mRNA polymerase-associated protein
CNBG_3480,RUB1,,,18854164,ubiquitin-like protein
CNBG_5877,RUM1alpha,,,12455690,phd transcription factor
CNBG_6004,SAC6,,,22562467,fimbrin
CNBG_6075,SAH1,,,19542307,adenosylhomocysteinase
CNBG_1571,SAR1,,,19749173,small copII coat GTPase
CNBG_5131,SAS3,,,18854164,histone acetyltransferase
CNBG_3471,SAV1,,,17021252,rab family GTPase
CNBG_5104,SBH1,,,22412978,ER-protein sec61-beta ortholog
CNBG_5142,SCH9,,,19542307,agc family protein kinase
CNBG_3857,SCP1,,,17319742,sterol regulatory element-binding protein cleavage-activating protein
CNBG_2431,SEC14-1,,,21453402,phosphatidylinositol/phosphatidylcholine transfer protein
CNBG_0516,SEC14-2,,,21453402,phosphatidylinositol/phosphatidylcholine transfer protein
CNBG_0973,SEC23,,,19749173,putative GTPase-activating protein
CNBG_6197,SEC24,,,19749173,copii vesicle coat protein
CNBG_3032,SEC6,,,19210702,exocyst complex component
CNBG_0809,SET101,,,18854164,histone-lysine N-methyltransferase
CNBG_2397,SET202,,,18854164,histone-lysine N-methyltransferase
CNBG_1970,SET302,,,18854164,histone deacetylase complex protein
CNBG_4566,SEY1,,,22412978,dynamin-like GTPase
CNBG_4804,SFB2,,,19749173,copII vesicle coat protein
CNBG_5252,SFH5,,,21453402,phosphatidylinositol transfer protein
CNBG_5065,SGF29,,,20581290,putative saga histone acetyltransferase complex component
CNBG_0964,SIN1,,,22339665,target of rapamycin complex 2 subunit
CNBG_1110,SIP401,,,18854164,Zn2-Cys6 zinc-finger transcription factor
CNBG_4487,SIP402,,,18854164,Zn2-Cys6 zinc-finger transcription factor
CNBG_1121,SIT1,,,15720553,siderophore iron transporter
CNBG_5232,SIT2,,,19820119,siderochrome-iron transporter
CNBG_6064,SKN1,,,20384682,putative glucosidase
CNBG_2199,SKN7,,,16041017,response regulator and transcription factor
CNBG_5378,SLA2,,,22562467,actin cortical patch component
CNBG_5776,SLC1,,,22412978,1-acyl-sn-glycerol-3-phosphate acyltransferase
CNBG_3077,SNF2,,,19542307,chromatin remodeling complex ATPase
CNBG_1192,SNF5,,,16102007,swi/snf chromatin-remodeling complex subunit
CNBG_0503,SNT1,,,18854164,putative set3c deacetylase complex subunit
CNBG_0599,SOD1,,,12622821,copper/zinc superoxide dismutase
CNBG_2661,SOD2,,,19542307,putative mitochondrial manganese superoxide dismutase
CNBG_5549,SOG2,,,16775005,ram signaling network protein
CNBG_5282,SOL3,,,19542307,6-phosphogluconolactonase
CNBG_0402,SP1,CRZ1,23251520,21487010,zinc finger transcription factor
CNBG_5874,SPO14alpha,,,12455690,phospholipase D1
CNBG_2201,SPP101,,,18854164,putative compass/set1c complex subunit
CNBG_1778,SPR1,,,18854164,glycosyl hydrolase
CNBG_5713,SPT3,,,20581290,predicted saga histone acetyltransferase complex component
CNBG_1568,SPT7,,,20581290,predicted saga histone acetyltransferase complex component
CNBG_1965,SPT8,,,20581290,predicted saga histone acetyltransferase complex component
CNBG_5640,SRE1,,,17462012,sterol regulatory element-binding protein
CNBG_1275,SRX1,,,19542307,sulfiredoxin
CNBG_5018,SSA1,,,17040492,putative ATPase and ER protein chaperone similar to Kar2
CNBG_2258,SSD1,,,16194228,putative translational repressor
CNBG_1536,SSK1,,,16672377,two-component system response regulator
CNBG_4621,SSK2,,,17951522,ste/ste11/ssk protein kinase
CNBG_1469,SSN801,,,21559476,cyclin subunit of mediator subcomplex
CNBG_0487,SSS1,,,21602483,sec61 translocation complex protein
CNBG_1758,STB4,,,18854164,putative transcription factor
CNBG_5858,STE12alpha,,,12455690,ste-like transcription factor
CNBG_5867,STE20alpha,,,12455960,ste/ste20/paka protein kinase
CNBG_5865,STE3alpha,,,12455960,a-factor pheromone receptor
CNBG_3612,STE50,,,20971202,mapk signaling pathway adaptor protein
CNBG_0006,STE6,,,22466042,putative pheromone transporter
CNBG_3269,STE7,,,12828643,map kinase kinase
CNBG_3229,STL1,,,19542307,putative monosaccharide transporter
CNBG_1801,STP1,,,17319742,putative site-2 protease
CNBG_2413,SWE1,,,20696827,serine/threonine-protein kinase
CNBG_5880,SXI1alpha,,,12464634,alpha cell-type homeodomain transcription factor
CNBG_2980,TAF10,,,20581290,C2H2 zinc finger protein
CNBG_5920,TAF12,,,20581290,putative TFIID and saga complex component
CNBG_4427,TAF5,,,20581290,putative TFIID and saga complex component
CNBG_4231,TAF6,,,20581290,putative TFIID and saga complex component
CNBG_3170,TAF9,,,20581290,putative TFIID and saga complex component
CNBG_2968,TAL1,,,16524907,transaldolase
CNBG_0026,TAO3,,,16775005,ram signaling network cell polarity protein
CNBG_3370,TCO1,,,16672377,two-component-like sensor kinase
CNBG_4282,TCO2,,,16672377,two-component-like sensor kinase
CNBG_2249,TCO4,,,16672377,two-component-like sensor kinase
CNBG_0447,TCO5,,,16672377,two-component-like sensor kinase
CNBG_0218,TCO6,,,16672377,two-component-like sensor kinase
CNBG_5160,TCO7,,,16672377,two-component-like sensor kinase
CNBG_4834,TEF1,,,9367655,elongation factor 1-alpha
CNBG_2298,TIM13,,,20581290,mitochondrial import inner membrane translocase subunit
CNBG_5750,TLK1,,,22412978,Tor-like phosphatidylinositol 3 kinase
CNBG_2631,TOM1,,,19542307,e3 ubiquitin-protein ligase
CNBG_2854,TOP1,,,19542307,DNA topoisomerase 1
CNBG_1923,TOR1,,,10330150,Tor protein kinase
CNBG_1839,TPM1,,,22562467,tropomyosin
CNBG_5715,TPS1,,,16988267,alpha-alpha trehalose-phosphate synthase
CNBG_0164,TPS2,,,16988267,trehalose-6-phophate phosphatase
CNBG_1297,TRA1,,,20581290,putative saga and nua4 histone acetyltransferase complex subunit
CNBG_2567,TRP1,,,1452032,phosphoribosylanthranilate isomerase
CNBG_1694,TRR1,,,19542307,thioredoxin reductase
CNBG_3456,TRX1,,,16045626,thioredoxin
CNBG_3835,TRX2,,,16045626,thioredoxin
CNBG_2132,TSA1,,,16524907,thiol peroxidase
CNBG_2306,TSR2,,,19542307,pre-rRNA-processing protein
CNBG_3361,TUB1,,,9202476,tubulin beta chain
CNBG_4724,TUB2,,,9202476,tubulin beta chain
CNBG_3743,TUB4,,,19542307,gamma-tubulin
CNBG_5300,TUP1,,,19820119,general transcriptional repressor
CNBG_5883,UAP1,,,12455690,uric acid xanthine permease
CNBG_1651,UBA2,,,21602483,ubiquitin-activating enzyme e1-like
CNBG_3237,UBA3,,,22719877,rub1/nedd8 activating enzyme
CNBG_0566,UBA4,,,18854164,urm1 activating enzyme
CNBG_0987,UBC12,,,22719877,ubiquitin-conjugating enzyme
CNBG_0655,UBC4,,,19542307,ubiquitin conjugating enzyme
CNBG_1779,UBC6,,,19542307,ubiquitin-conjugating enzyme
CNBG_5354,UBC6-2,,,19542307,ubiquitin conjugating enzyme
CNBG_1969,UBC7,,,19542307,ubiquitin-conjugating enzyme
CNBG_1039,UBC8,,,19542307,ubiquitin conjugating enzyme
CNBG_0225,UBI1,,,7642124,predicted ubiquitin-ribosomal 60s subunit protein L40a fusion protein
CNBG_3023,UBI4,,,7642124,ubiquitin precursor
CNBG_3828,UBP10,,,22719877,putative ubiquitin carboxyl-terminal hydrolase
CNBG_5988,UBP13,,,22719877,pab-dependent poly(A)-specific ribonuclease subunit
CNBG_1832,UBP14,,,18854164,ubiquitin carboxyl-terminal hydrolase;
CNBG_0374,UBP16,,,18854164,ubiquitin carboxyl-terminal hydrolase
CNBG_6153,UBP5,,,22719877,ubiquitin carboxyl-terminal hydrolase
CNBG_5589,UBP7,,,22719877,ubiquitin carboxyl-terminal hydrolase
CNBG_0569,UCH2,,,22719877,ubiquitin carboxyl-terminal hydrolase
CNBG_0817,UFD4,,,18854164,e3 ubiquitin-protein ligase
CNBG_4706,UGD1,,,15590833,UDP-glucose 6-dehydrogenase
CNBG_1232,UGE1,,,17462022,UDP-glucose epimerase
CNBG_4552,UGT1,,,17462022,putative UDP-galactose transporter
CNBG_4712,URA3,,,1573522,orotidine-5'-phosphate decarboxylase
CNBG_2389,URA5,,,2201894,orotidine monophosphate pyrophosphorylase
CNBG_4331,URE1,,,10639402,urease
CNBG_0736,URE2,,,23653445,"protein of unknown function, smc3 ortholog"
CNBG_0735,URE4,,,23653445,urease accessory protein
CNBG_5207,URE6,,,23653445,urease accessory protein
CNBG_1252,URE7,,,23653445,urease accessory protein
CNBG_2238,URK1,,,20485569,uridine kinase
CNBG_4601,URM1,,,22719877,ubiquitin-related modifier
CNBG_2374,UVE1,,,24039606,UV DNA damage endonuclease
CNBG_2278,UXS1,,,11593010,UDP-glucuronic acid decarboxylase
CNBG_3899,VAD1,,,15765146,virulence associated ATP-dependent mRNA helicase
CNBG_4457,VAM6,,,18854164,rab guanyl-nucleotide exchange factor
CNBG_0527,VCX1,,,20889719,vacuolar calcium exchanger
CNBG_0676,VPH1,,,11737651,vacuolar-ATPase subunit
CNBG_1341,VPS1,,,19542307,dynamin GTPase
CNBG_1407,VPS17,,,19542307,membrane-associated retromer complex subunit
CNBG_3261,VPS23,,,23132495,predicted escrt-i complex protein
CNBG_5690,VPS25,,,18854164,escrt-II complex subunit
CNBG_2560,VPS4,,,19542307,AAA-ATPase
CNBG_2757,VPS41,,,16879414,vacuolar protein sorting-associated protein
CNBG_5181,WSP1,,,21357479,Wiskott-Aldrich syndrome protein (wasp) homolog
CNBG_3734,XFP2,,,24659577,xylulose 5-phosphate/fructose 6-phosphate phosphoketolase
CNBG_1747,XRN2,,,25267175,5'-3' exoribonuclease
CNBG_3825,YAP4,,,16045626,bZip transcription factor
CNBG_0041,YKU80,,,18854164,ATP-dependent DNA helicase
CNBG_1919,YOP1,,,22731401,membrane trafficking and ER morphology protein
CNBG_2112,YOR1,,,19542307,ATP-binding cassette transporter
CNBG_2360,YOX101,,,18854164,homeobox transcriptional repressor
CNBG_4858,YPD1,,,16672377,"histidine kinase two-component system, phosphorelay intermediate protein"
CNBG_0979,YPK1,,,22339665,protein kinase
CNBG_4174,YRM101,,,18854164,putative transcription factor
CNBG_5390,YRM103,,,18854164,putative transcription factor
CNBG_3627,YSA1,,,25361768,ADP-ribose pyrophosphatase
CNBG_2700,ZAP103,,,18854164,putative zinc finger transcription factor
CNBG_4460,ZAP104,ZAP1,22916306,18854164,putative zinc finger transcription factor
CNBG_1753,ZDS3,,,21726407,zds-like protein
CNBG_6066,ZIP1,,,22916306,zinc ion transporter
CNBG_2209,ZIP2,,,22916306,zinc ion transporter
CNBG_5361,ZIP3,,,22916306,zinc ion transporter
CNBG_2239,ZNF2,,,20485569,C2-H2 zinc-finger transcription factor
CNBG_2346,ZWF1,,,20400467,glucose-6-phosphate dehydrogenase
CNBG_6190,,,,22500028,"putative alpha-1,2-mannosyltransferase"
CNBG_5500,,,,22562467,f-actin-capping protein subunit alpha
CNBG_5566,,,,22562467,f-actin-capping protein subunit beta
